Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,local health board provider,local health board provider_reference,local health board provider_sort,local health board provider_hierarchy,specialty,specialty_reference,specialty_sort,specialty_hierarchy,stage of pathway,stage of pathway_reference,stage of pathway_sort,stage of pathway_hierarchy,weeks waiting,weeks waiting_reference,weeks waiting_sort,weeks waiting_hierarchy,age group,age group_reference,age group_sort,age group_hierarchy,Notes
275,275,Pathways waiting,1,1,,Sep-24,20240930,157,,Swansea Bay University Health Board,W11000031,5,W92000004,Total,T,83,,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 19 weeks and up to 20 weeks,19,20,T,Over 18 years of age,18,,T,
180,180,Pathways waiting,1,1,,Apr-25,20250430,164,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Trauma and Orthopaedic,110,75,T,All Stages of Pathway,T,5,,Over 19 weeks and up to 20 weeks,19,20,T,Total,T,,,
120,120,Pathways waiting,1,1,,Oct-24,20241031,158,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,"Ear, Nose and Throat",120,24,T,All Stages of Pathway,T,5,,Over 19 weeks and up to 20 weeks,19,20,T,Over 18 years of age,18,,T,
4,4,Pathways waiting,1,1,,Apr-25,20250430,164,,Powys Teaching LHB,W11000024,3,W92000004,Urology,101,76,T,All Stages of Pathway,T,5,,Over 12 weeks and up to 13 weeks,12,13,T,Over 18 years of age,18,,T,
72,72,Pathways waiting,1,1,,Feb-25,20250228,162,,Hywel Dda LHB,W11000025,4,W92000004,Urology,101,76,T,Waiting for new OP appointment,1,1,T,Over 11 weeks and up to 12 weeks,11,12,T,Total,T,,,
4,4,Pathways waiting,1,1,,May-25,20250531,165,,Swansea Bay University Health Board,W11000031,5,W92000004,Plastic Surgery,160,68,T,All Stages of Pathway,T,5,,Over 57 weeks and up to 61 weeks,57 - 60,46,T,Less than 18 years of age,17,,T,
2,2,Pathways waiting,1,1,,Sep-25,20250930,169,,Cardiff and Vale University LHB,W11000029,10,W92000004,Gastroenterology,301,26,T,All Stages of Pathway,T,5,,Over 28 weeks and up to 29 weeks,28,29,T,Less than 18 years of age,17,,T,
5,5,Pathways waiting,1,1,,Mar-25,20250331,163,,Hywel Dda LHB,W11000025,4,W92000004,Gastroenterology,301,26,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 85 weeks and up to 89 weeks,85 - 88,53,T,Total,T,,,
56,56,Pathways waiting,1,1,,Dec-24,20241231,160,,Swansea Bay University Health Board,W11000031,5,W92000004,Trauma and Orthopaedic,110,75,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 21 weeks and up to 22 weeks,21,22,T,Total,T,,,
24,24,Pathways waiting,1,1,,Aug-25,20250831,168,,Aneurin Bevan LHB,W11000028,9,W92000004,Rheumatology,410,73,T,All Stages of Pathway,T,5,,Over 16 weeks and up to 17 weeks,16,17,T,Over 18 years of age,18,,T,
13,13,Pathways waiting,1,1,,Oct-25,20251031,170,,All Wales LHB (Provider),W92000004,1,,Rehabilitation,314,70,T,All Stages of Pathway,T,5,,Over 23 weeks and up to 24 weeks,23,24,T,Total,T,,,
18,18,Pathways waiting,1,1,,Nov-24,20241130,159,,Aneurin Bevan LHB,W11000028,9,W92000004,Geriatric Medicine,430,31,T,All Stages of Pathway,T,5,,Over 17 weeks and up to 18 weeks,17,18,T,Total,T,,,
25,25,Pathways waiting,1,1,,Jun-25,20250630,166,,All Wales LHB (Provider),W92000004,1,,Restorative Dentistry,141,72,T,All Stages of Pathway,T,5,,Over 36 weeks and up to 37 weeks,36,37,T,Over 18 years of age,18,,T,
"1,576",1576,Pathways waiting,1,1,,Dec-24,20241231,160,,Swansea Bay University Health Board,W11000031,5,W92000004,Total,T,83,,Waiting for new OP appointment,1,1,T,Over 5 weeks and up to 6 weeks,5,6,T,Total,T,,,
14,14,Pathways waiting,1,1,,Sep-25,20250930,169,,Swansea Bay University Health Board,W11000031,5,W92000004,Paediatrics,420,65,T,Waiting for new OP appointment,1,1,T,Over 10 weeks and up to 11 weeks,10,11,T,Total,T,,,
212,212,Pathways waiting,1,1,,Jan-25,20250131,161,,Aneurin Bevan LHB,W11000028,9,W92000004,Total,T,83,,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 17 weeks and up to 18 weeks,17,18,T,Total,T,,,
5,5,Pathways waiting,1,1,,Mar-25,20250331,163,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Gastroenterology,301,26,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 13 weeks and up to 14 weeks,13,14,T,Total,T,,,
25,25,Pathways waiting,1,1,,Nov-24,20241130,159,,Cardiff and Vale University LHB,W11000029,10,W92000004,Pain Management,191,66,T,All Stages of Pathway,T,5,,Over 13 weeks and up to 14 weeks,13,14,T,Over 18 years of age,18,,T,
55,55,Pathways waiting,1,1,,Sep-25,20250930,169,,Cardiff and Vale University LHB,W11000029,10,W92000004,Rheumatology,410,73,T,Waiting for new OP appointment,1,1,T,Over 2 weeks and up to 3 weeks,2,3,T,Total,T,,,
36,36,Pathways waiting,1,1,,Jan-25,20250131,161,,Cardiff and Vale University LHB,W11000029,10,W92000004,Gynaecology,502,34,T,All Stages of Pathway,T,5,,Over 93 weeks and up to 97 weeks,93 - 96,55,T,Over 18 years of age,18,,T,
1,1,Pathways waiting,1,1,,Oct-24,20241031,158,,Swansea Bay University Health Board,W11000031,5,W92000004,Haemotology (clinical),303,36,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 14 weeks and up to 15 weeks,14,15,T,Total,T,,,
1,1,Pathways waiting,1,1,,Oct-24,20241031,158,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Respiratory Medicine,340,71,T,All Stages of Pathway,T,5,,Over 45 weeks and up to 49 weeks,45 - 48,43,T,Less than 18 years of age,17,,T,
42,42,Pathways waiting,1,1,,Aug-24,20240831,156,,All Wales LHB (Provider),W92000004,1,,Trauma and Orthopaedic,110,75,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 12 weeks and up to 13 weeks,12,13,T,Total,T,,,
3,3,Pathways waiting,1,1,,Oct-25,20251031,170,,Hywel Dda LHB,W11000025,4,W92000004,Rehabilitation,314,70,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 0 weeks and up to 1 week,0,1,T,Total,T,,,
3,3,Pathways waiting,1,1,,Oct-25,20251031,170,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Pain Management,191,66,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 41 weeks and up to 45 weeks,41 - 44,42,T,Total,T,,,
109,109,Pathways waiting,1,1,,Oct-24,20241031,158,,All Wales LHB (Provider),W92000004,1,,Total,T,83,,All Stages of Pathway,T,5,,Over 7 weeks and up to 8 weeks,7,8,T,Not Known/Not Recorded,99,,T,
8,8,Pathways waiting,1,1,,Sep-25,20250930,169,,Powys Teaching LHB,W11000024,3,W92000004,Paediatrics,420,65,T,All Stages of Pathway,T,5,,Over 2 weeks and up to 3 weeks,2,3,T,Total,T,,,
424,424,Pathways waiting,1,1,,Sep-25,20250930,169,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,"Ear, Nose and Throat",120,24,T,Waiting for new OP appointment,1,1,T,Over 45 weeks and up to 49 weeks,45 - 48,43,T,Total,T,,,
10,10,Pathways waiting,1,1,,Apr-25,20250430,164,,Cardiff and Vale University LHB,W11000029,10,W92000004,Restorative Dentistry,141,72,T,All Stages of Pathway,T,5,,Over 34 weeks and up to 35 weeks,34,35,T,Total,T,,,
5,5,Pathways waiting,1,1,,Sep-24,20240930,157,,Aneurin Bevan LHB,W11000028,9,W92000004,Haemotology (clinical),303,36,T,Waiting for new OP appointment,1,1,T,Over 21 weeks and up to 22 weeks,21,22,T,Total,T,,,
307,307,Pathways waiting,1,1,,Aug-25,20250831,168,,Cardiff and Vale University LHB,W11000029,10,W92000004,General Surgery,100,29,T,All Stages of Pathway,T,5,,Over 73 weeks and up to 77 weeks,73 - 76,50,T,Total,T,,,
6,6,Pathways waiting,1,1,,Apr-25,20250430,164,,Aneurin Bevan LHB,W11000028,9,W92000004,Haemotology (clinical),303,36,T,All Stages of Pathway,T,5,,Over 14 weeks and up to 15 weeks,14,15,T,Over 18 years of age,18,,T,
2,2,Pathways waiting,1,1,,Jun-25,20250630,166,,All Wales LHB (Provider),W92000004,1,,Clinical Neurophysiology,401,14,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 21 weeks and up to 22 weeks,21,22,T,Total,T,,,
1,1,Pathways waiting,1,1,,Feb-25,20250228,162,,Swansea Bay University Health Board,W11000031,5,W92000004,Medical Oncology,370,45,T,Waiting for new OP appointment,1,1,T,Over 0 weeks and up to 1 week,0,1,T,Total,T,,,
10,10,Pathways waiting,1,1,,Jul-25,20250731,167,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,"Ear, Nose and Throat",120,24,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 25 weeks and up to 26 weeks,25,26,T,Total,T,,,
53,53,Pathways waiting,1,1,,Oct-24,20241031,158,,All Wales LHB (Provider),W92000004,1,,Gastroenterology,301,26,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 13 weeks and up to 14 weeks,13,14,T,Total,T,,,
6,6,Pathways waiting,1,1,,Oct-24,20241031,158,,Aneurin Bevan LHB,W11000028,9,W92000004,Chemical Pathology,822,10,T,All Stages of Pathway,T,5,,Over 25 weeks and up to 26 weeks,25,26,T,Total,T,,,
36,36,Pathways waiting,1,1,,Jun-25,20250630,166,,Cardiff and Vale University LHB,W11000029,10,W92000004,General Medicine,300,27,T,All Stages of Pathway,T,5,,Over 31 weeks and up to 32 weeks,31,32,T,Total,T,,,
151,151,Pathways waiting,1,1,,Aug-25,20250831,168,,All Wales LHB (Provider),W92000004,1,,General Surgery,100,29,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 37 weeks and up to 38 weeks,37,38,T,Over 18 years of age,18,,T,
831,831,Pathways waiting,1,1,,Apr-25,20250430,164,,All Wales LHB (Provider),W92000004,1,,Cardiology,320,7,T,All Stages of Pathway,T,5,,Over 8 weeks and up to 9 weeks,8,9,T,Over 18 years of age,18,,T,
31,31,Pathways waiting,1,1,,Sep-24,20240930,157,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Gynaecology,502,34,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 11 weeks and up to 12 weeks,11,12,T,Total,T,,,
2,2,Pathways waiting,1,1,,Sep-24,20240930,157,,All Wales LHB (Provider),W92000004,1,,Trauma and Orthopaedic,110,75,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 32 weeks and up to 33 weeks,32,33,T,Less than 18 years of age,17,,T,
8,8,Pathways waiting,1,1,,Feb-25,20250228,162,,Powys Teaching LHB,W11000024,3,W92000004,Paediatrics,420,65,T,All Stages of Pathway,T,5,,Over 4 weeks and up to 5 weeks,4,5,T,Less than 18 years of age,17,,T,
59,59,Pathways waiting,1,1,,Jul-25,20250731,167,,Swansea Bay University Health Board,W11000031,5,W92000004,General Medicine,300,27,T,All Stages of Pathway,T,5,,Over 1 week and up to 2 weeks,1,2,T,Over 18 years of age,18,,T,
380,380,Pathways waiting,1,1,,Feb-25,20250228,162,,All Wales LHB (Provider),W92000004,1,,Haemotology (clinical),303,36,T,All Stages of Pathway,T,5,,Over 0 weeks and up to 1 week,0,1,T,Over 18 years of age,18,,T,
1,1,Pathways waiting,1,1,,May-25,20250531,165,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Cardiology,320,7,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 10 weeks and up to 11 weeks,10,11,T,Total,T,,,
2,2,Pathways waiting,1,1,,Nov-24,20241130,159,,Powys Teaching LHB,W11000024,3,W92000004,Total,T,83,,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 24 weeks and up to 25 weeks,24,25,T,Over 18 years of age,18,,T,
66,66,Pathways waiting,1,1,,Jun-25,20250630,166,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Respiratory Medicine,340,71,T,All Stages of Pathway,T,5,,Over 13 weeks and up to 14 weeks,13,14,T,Over 18 years of age,18,,T,
442,442,Pathways waiting,1,1,,Apr-25,20250430,164,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Total,T,83,,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 81 weeks and up to 85 weeks,81 - 84,52,T,Total,T,,,
283,283,Pathways waiting,1,1,,Nov-24,20241130,159,,Cardiff and Vale University LHB,W11000029,10,W92000004,Clinical Immunology and Allergy,313,13,T,Waiting for new OP appointment,1,1,T,Over 105 weeks,105,58,T,Total,T,,,
1,1,Pathways waiting,1,1,,Sep-25,20250930,169,,All Wales LHB (Provider),W92000004,1,,Nephrology,361,48,T,All Stages of Pathway,T,5,,Over 85 weeks and up to 89 weeks,85 - 88,53,T,Over 18 years of age,18,,T,
"17,886",17886,Pathways waiting,1,1,,May-25,20250531,165,,All Wales LHB (Provider),W92000004,1,,Total,T,83,,All Stages of Pathway,T,5,,Over 9 weeks and up to 10 weeks,9,10,T,Total,T,,,
56,56,Pathways waiting,1,1,,Feb-25,20250228,162,,All Wales LHB (Provider),W92000004,1,,Ophthalmology,130,58,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 101 weeks and up to 105 weeks,101 - 104,57,T,Over 18 years of age,18,,T,
2,2,Pathways waiting,1,1,,Jan-25,20250131,161,,All Wales LHB (Provider),W92000004,1,,Geriatric Medicine,430,31,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 30 weeks and up to 31 weeks,30,31,T,Over 18 years of age,18,,T,
"1,197",1197,Pathways waiting,1,1,,Sep-24,20240930,157,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Total,T,83,,Waiting for new OP appointment,1,1,T,Over 85 weeks and up to 89 weeks,85 - 88,53,T,Over 18 years of age,18,,T,
402,402,Pathways waiting,1,1,,Jul-25,20250731,167,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Ophthalmology,130,58,T,All Stages of Pathway,T,5,,Over 73 weeks and up to 77 weeks,73 - 76,50,T,Over 18 years of age,18,,T,
21,21,Pathways waiting,1,1,,Apr-25,20250430,164,,Swansea Bay University Health Board,W11000031,5,W92000004,Vascular Surgery,107,79,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 53 weeks and up to 57 weeks,53 - 56,45,T,Total,T,,,
248,248,Pathways waiting,1,1,,Aug-25,20250831,168,,All Wales LHB (Provider),W92000004,1,,Urology,101,76,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 53 weeks and up to 57 weeks,53 - 56,45,T,Over 18 years of age,18,,T,
17,17,Pathways waiting,1,1,,Aug-24,20240831,156,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,"Ear, Nose and Throat",120,24,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 57 weeks and up to 61 weeks,57 - 60,46,T,Total,T,,,
767,767,Pathways waiting,1,1,,Jun-25,20250630,166,,Swansea Bay University Health Board,W11000031,5,W92000004,Total,T,83,,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 5 weeks and up to 6 weeks,5,6,T,Over 18 years of age,18,,T,
260,260,Pathways waiting,1,1,,May-25,20250531,165,,Swansea Bay University Health Board,W11000031,5,W92000004,Total,T,83,,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 38 weeks and up to 39 weeks,38,39,T,Total,T,,,
28,28,Pathways waiting,1,1,,Jul-25,20250731,167,,Aneurin Bevan LHB,W11000028,9,W92000004,Paediatric Neurology,421,63,T,Waiting for new OP appointment,1,1,T,Total,T,59,,Less than 18 years of age,17,,T,
132,132,Pathways waiting,1,1,,Mar-25,20250331,163,,Swansea Bay University Health Board,W11000031,5,W92000004,General Surgery,100,29,T,All Stages of Pathway,T,5,,Over 41 weeks and up to 45 weeks,41 - 44,42,T,Over 18 years of age,18,,T,
23,23,Pathways waiting,1,1,,Sep-25,20250930,169,,Swansea Bay University Health Board,W11000031,5,W92000004,Cardiology,320,7,T,Waiting for new OP appointment,1,1,T,Over 25 weeks and up to 26 weeks,25,26,T,Total,T,,,
8,8,Pathways waiting,1,1,,Oct-25,20251031,170,,Hywel Dda LHB,W11000025,4,W92000004,Haemotology (clinical),303,36,T,All Stages of Pathway,T,5,,Over 20 weeks and up to 21 weeks,20,21,T,Over 18 years of age,18,,T,
129,129,Pathways waiting,1,1,,Mar-25,20250331,163,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Paediatrics,420,65,T,Waiting for new OP appointment,1,1,T,Over 5 weeks and up to 6 weeks,5,6,T,Total,T,,,
77,77,Pathways waiting,1,1,,May-25,20250531,165,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Gastroenterology,301,26,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 45 weeks and up to 49 weeks,45 - 48,43,T,Total,T,,,
3,3,Pathways waiting,1,1,,Jun-25,20250630,166,,Powys Teaching LHB,W11000024,3,W92000004,Oral Surgery,140,59,T,Waiting for new OP appointment,1,1,T,Over 41 weeks and up to 45 weeks,41 - 44,42,T,Total,T,,,
5,5,Pathways waiting,1,1,,Jun-25,20250630,166,,Cardiff and Vale University LHB,W11000029,10,W92000004,Vascular Surgery,107,79,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 19 weeks and up to 20 weeks,19,20,T,Total,T,,,
2,2,Pathways waiting,1,1,,Nov-24,20241130,159,,All Wales LHB (Provider),W92000004,1,,Medical Oncology,370,45,T,Waiting for new OP appointment,1,1,T,Over 14 weeks and up to 15 weeks,14,15,T,Total,T,,,
96,96,Pathways waiting,1,1,,Sep-24,20240930,157,,Cardiff and Vale University LHB,W11000029,10,W92000004,Oral Surgery,140,59,T,Waiting for new OP appointment,1,1,T,Over 1 week and up to 2 weeks,1,2,T,Total,T,,,
263,263,Pathways waiting,1,1,,Oct-25,20251031,170,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Pain Management,191,66,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Total,T,59,,Over 18 years of age,18,,T,
35,35,Pathways waiting,1,1,,Sep-24,20240930,157,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Ophthalmology,130,58,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 21 weeks and up to 22 weeks,21,22,T,Total,T,,,
92,92,Pathways waiting,1,1,,Aug-24,20240831,156,,Cardiff and Vale University LHB,W11000029,10,W92000004,General Surgery,100,29,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 24 weeks and up to 25 weeks,24,25,T,Total,T,,,
2,2,Pathways waiting,1,1,,Jul-25,20250731,167,,Hywel Dda LHB,W11000025,4,W92000004,Neurology,400,49,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 24 weeks and up to 25 weeks,24,25,T,Total,T,,,
